"Task Aware Debugger for GDB" version 11.7.0 (202212092054)
(c) 2016-2022 NXP Semiconductors, Inc.
06:06:29.225 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:06:29.234 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:06:30.518 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:06:30.525 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:06:33.338 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:06:33.348 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:06:35.867 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:06:35.896 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:06:59.932 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
06:07:00.278 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
06:07:26.127 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:07:26.166 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:07:41.462 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:07:41.492 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:07:43.81 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:07:43.86 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:07:44.493 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:07:44.498 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:07:46.604 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
06:07:46.611 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
06:08:08.781 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
06:10:11.214 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, SIGNAL)
06:11:14.524 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
06:13:13.104 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, SIGNAL)
06:13:14.134 INFO: [TadModel] DSF session ID 2 has ended.
